"","id","vf1","vf2"
"1",1,0.0500926123932004,0.318483788287267
"2",2,0.85276336921379,0.116116639226675
"3",3,0.472852384671569,0.188324152491987
"4",4,0.746935001574457,0.941942039644346
"5",5,0.148829580051824,0.885676699923351
"6",6,0.496806418290362,0.977552293799818
"7",7,0.661581759573892,0.816153373802081
"8",8,0.71878319978714,0.689412963110954
"9",9,0.710261894389987,0.987229264341295
"10",10,0.447938093915582,0.54923282796517
"11",11,0.591278097126633,0.422174131963402
"12",12,0.647071089129895,0.550627958728001
"13",13,0.982841646764427,0.287682888563722
"14",14,0.438405003165826,0.684649575967342
"15",15,0.919215774396434,0.111413346137851
"16",16,0.886558261467144,0.881147817475721
"17",17,0.452611770946532,0.435411719838157
"18",18,0.682706900173798,0.390183406881988
"19",19,0.512061452493072,0.796183929080144
"20",20,0.79602337628603,0.329923252109438
"21",21,0.574888871749863,0.945082499878481
"22",22,0.989572961581871,0.0397555264644325
"23",23,0.744345536921173,0.278309814399108
"24",24,0.738955642096698,0.933444650145248
"25",25,0.0118306435178965,0.191846481524408
