"","id","vf1","vf2"
"1",1,0.902320156106725,0.950268134241924
"2",2,0.113803786691278,0.567222248530015
"3",3,0.897290728054941,0.443880295148119
"4",4,0.0373739185743034,0.31115631503053
"5",5,0.757452682126313,0.757079679286107
"6",6,0.175599637208506,0.466029495699331
"7",7,0.975984415737912,0.36316670011729
"8",8,0.6958454225678,0.931733221746981
"9",9,0.222691911505535,0.0628460964653641
"10",10,0.592204125598073,0.486951930215582
"11",11,0.905442452989519,0.592817839933559
"12",12,0.936257300665602,0.00127154449000955
"13",13,0.448745482368395,0.409730448154733
"14",14,0.620044051902369,0.172444972675294
"15",15,0.351913364836946,0.332080310676247
"16",16,0.726006494136527,0.610010712407529
"17",17,0.853967073373497,0.0480244518257678
"18",18,0.528434270061553,0.386854569194838
"19",19,0.0933644650503993,0.108038560720161
"20",20,0.333479038439691,0.0248646626714617
"21",21,0.30522980587557,0.538642311003059
"22",22,0.959378818282858,0.316953871399164
"23",23,0.556718358770013,0.692818911978975
"24",24,0.866891066543758,0.636964044766501
"25",25,0.170213530538604,0.459106633672491
"26",26,0.617078568553552,0.164534885203466
"27",27,0.262126752873883,0.613506356021389
"28",28,0.042616352904588,0.401418538298458
"29",29,0.75860402546823,0.068602753803134
"30",30,0.460126044228673,0.2711782513652
"31",31,0.13336954312399,0.553748521953821
"32",32,0.262871684040874,0.62977007497102
"33",33,0.799415906425565,0.102329544257373
"34",34,0.570422796998173,0.37432615715079
"35",35,0.671006450662389,0.45796438655816
"36",36,0.960095479618758,0.941582969855517
"37",37,0.0573118939064443,0.871686081867665
"38",38,0.397124372189865,0.413257988868281
"39",39,0.82672716723755,0.912346362369135
"40",40,0.113973979139701,0.984560945304111
"41",41,0.588477678364143,0.668046091683209
"42",42,0.232911609578878,0.533520332770422
"43",43,0.480020114453509,0.75139561900869
"44",44,0.538815024541691,0.546960491687059
"45",45,0.819072563899681,0.737456368748099
"46",46,0.766041561029851,0.770944309188053
"47",47,0.780181053560227,0.841905071865767
"48",48,0.901761829154566,0.449039437342435
"49",49,0.489889406366274,0.420446594478562
"50",50,0.902969524729997,0.760113390861079
"51",51,0.168529885122553,0.205017754575238
"52",52,0.64974191901274,0.583137968787923
"53",53,0.595745904603973,0.733389969915152
"54",54,0.672935396665707,0.876442776061594
"55",55,0.221996864769608,0.836447215406224
"56",56,0.735987669089809,0.78935155691579
"57",57,0.0589248947799206,0.346179528161883
"58",58,0.802028000587597,0.82215663511306
"59",59,0.835959657793865,0.498228834010661
"60",60,0.124085405375808,0.497859936207533
"61",61,0.0978227783925831,0.506568783195689
"62",62,0.547383303986862,0.921833505155519
"63",63,0.659418558236212,0.0230143510270864
"64",64,0.518288492690772,0.51638111192733
"65",65,0.0655536518897861,0.585444921627641
