,id,vf1,vf2
1,t1,0.902320156106725,0.950268134241924
2,t2,0.113803786691278,0.567222248530015
3,t3,0.897290728054941,0.443880295148119
4,t4,0.0373739185743034,0.31115631503053
5,t5,0.757452682126313,0.757079679286107
6,t6,0.175599637208506,0.466029495699331
7,t7,0.975984415737912,0.36316670011729
8,t8,0.6958454225678,0.931733221746981
9,t9,0.222691911505535,0.0628460964653641
10,t10,0.592204125598073,0.486951930215582
11,t11,0.905442452989519,0.592817839933559
12,t12,0.936257300665602,0.00127154449000955
13,t13,0.448745482368395,0.409730448154733
14,t14,0.620044051902369,0.172444972675294
15,t15,0.351913364836946,0.332080310676247
16,t16,0.726006494136527,0.610010712407529
17,t17,0.853967073373497,0.0480244518257678
18,t18,0.528434270061553,0.386854569194838
19,t19,0.0933644650503993,0.108038560720161
20,t20,0.333479038439691,0.0248646626714617
21,t21,0.30522980587557,0.538642311003059
22,t22,0.959378818282858,0.316953871399164
23,t23,0.556718358770013,0.692818911978975
24,t24,0.866891066543758,0.636964044766501
25,t25,0.170213530538604,0.459106633672491
26,t26,0.617078568553552,0.164534885203466
27,t27,0.262126752873883,0.613506356021389
28,t28,0.042616352904588,0.401418538298458
29,t29,0.75860402546823,0.068602753803134
30,t30,0.460126044228673,0.2711782513652
31,t31,0.13336954312399,0.553748521953821
32,t32,0.262871684040874,0.62977007497102
33,t33,0.799415906425565,0.102329544257373
34,t34,0.570422796998173,0.37432615715079
35,t35,0.671006450662389,0.45796438655816
36,t36,0.960095479618758,0.941582969855517
37,t37,0.0573118939064443,0.871686081867665
38,t38,0.397124372189865,0.413257988868281
39,t39,0.82672716723755,0.912346362369135
40,t40,0.113973979139701,0.984560945304111
41,t41,0.588477678364143,0.668046091683209
42,t42,0.232911609578878,0.533520332770422
43,t43,0.480020114453509,0.75139561900869
44,t44,0.538815024541691,0.546960491687059
45,t45,0.819072563899681,0.737456368748099
46,t46,0.766041561029851,0.770944309188053
47,t47,0.780181053560227,0.841905071865767
48,t48,0.901761829154566,0.449039437342435
49,t49,0.489889406366274,0.420446594478562
50,t50,0.902969524729997,0.760113390861079
51,t51,0.168529885122553,0.205017754575238
52,t52,0.64974191901274,0.583137968787923
53,t53,0.595745904603973,0.733389969915152
54,t54,0.672935396665707,0.876442776061594
55,t55,0.221996864769608,0.836447215406224
56,t56,0.735987669089809,0.78935155691579
57,t57,0.0589248947799206,0.346179528161883
58,t58,0.802028000587597,0.82215663511306
59,t59,0.835959657793865,0.498228834010661
60,t60,0.124085405375808,0.497859936207533
61,t61,0.0978227783925831,0.506568783195689
62,t62,0.547383303986862,0.921833505155519
63,t63,0.659418558236212,0.0230143510270864
64,t64,0.518288492690772,0.51638111192733
65,t65,0.0655536518897861,0.585444921627641
66,t66,0.897369717014953,0.751707342453301
67,t67,0.0112123605795205,0.651473672362044
68,t68,0.477698298869655,0.225986653706059
69,t69,0.233331919880584,0.321881271898746
70,t70,0.638513186713681,0.561047052033246
71,t71,0.449898707214743,0.640753736486658
72,t72,0.937224573688582,0.945113358553499
73,t73,0.777423843741417,0.743317140964791
74,t74,0.9322653952986,0.265713139204308
75,t75,0.0467188863549381,0.768166533671319
76,t76,0.51089826086536,0.257538953563198
77,t77,0.506137025542557,0.8916256648954
78,t78,0.332398968050256,0.816184607567266
79,t79,0.180563494563103,0.148982336744666
80,t80,0.708462652750313,0.407477827509865
81,t81,0.243960021529347,0.308231245959178
82,t82,0.373210001504049,0.246219153748825
83,t83,0.542828315636143,0.254392234608531
84,t84,0.507836608448997,0.431174822384492
85,t85,0.800445242086425,0.730849163141102
86,t86,0.0153396215755492,0.650223041884601
87,t87,0.752433324232697,0.492673309519887
88,t88,0.0539862383157015,0.993340659653768
89,t89,0.999631217680871,0.42583424039185
90,t90,0.253011410357431,0.260580669390038
91,t91,0.287978269159794,0.178006918402389
92,t92,0.340455209370703,0.761683583259583
93,t93,0.306217387784272,0.461594803491607
94,t94,0.0257371866609901,0.737700789701194
95,t95,0.360298201674595,0.788665388245136
96,t96,0.644033472286537,0.939119736431167
97,t97,0.524995156796649,0.517977574607357
98,t98,0.512652382487431,0.096709671895951
99,t99,0.891176645644009,0.774742381181568
100,t100,0.733226105570793,0.428590728901327
101,t101,0.960045482730493,0.444433158496395
102,t102,0.848975990200415,0.900536332977936
103,t103,0.75985455326736,0.636857578065246
104,t104,0.189685767050833,0.523788150865585
105,t105,0.639439634280279,0.518559649819508
106,t106,0.559704220388085,0.677975937025622
107,t107,0.518135051941499,0.502179644769058
108,t108,0.532179571688175,0.289857408963144
109,t109,0.950808644061908,0.657952618785203
110,t110,0.641704379348084,0.356595936231315
111,t111,0.0218709455803037,0.647513005649671
112,t112,0.196409188909456,0.750053778290749
113,t113,0.293980671325698,0.231303682550788
114,t114,0.201207804027945,0.739426464308053
115,t115,0.498728490900248,0.384202147135511
116,t116,0.277532201260328,0.311871254118159
117,t117,0.111107824835926,0.0646109534427524
118,t118,0.811660497682169,0.573444735025987
119,t119,0.921270282240584,0.146794388303533
120,t120,0.217546063940972,0.548883328447118
121,t121,0.336863845121115,0.26894722157158
122,t122,0.392646804451942,0.56998280971311
123,t123,0.768416068749502,0.889796254225075
124,t124,0.0219254593830556,0.283162777544931
125,t125,0.68854950950481,0.22091745538637
126,t126,0.786946311593056,0.603852494154125
127,t127,0.477523226290941,0.978567291516811
128,t128,0.758256780682132,0.16160717443563
129,t129,0.937378214439377,0.889996082289144
130,t130,0.710690973093733,0.347833210835233
131,t131,0.419624994974583,0.200666745658964
132,t132,0.846667836653069,0.347943785134703
133,t133,0.151093974942341,0.552387111121789
134,t134,0.119859569473192,0.501808960922062
135,t135,0.842529252637178,0.434056855738163
136,t136,0.407657307107002,0.733046257635579
137,t137,0.129824243253097,0.87417206610553
138,t138,0.48048192774877,0.196837890893221
139,t139,0.439928631065413,0.686605027876794
140,t140,0.1931565226987,0.0285369257908314
141,t141,0.751024718396366,0.778202137444168
142,t142,0.794135032687336,0.0817310858983546
143,t143,0.0316467199008912,0.524932748638093
144,t144,0.0943994522094727,0.821480643935502
145,t145,0.0287730188574642,0.830341816646978
146,t146,0.0436161390971392,0.312304854858667
147,t147,0.472481590230018,0.911443713819608
148,t148,0.795716438675299,0.460151996929199
149,t149,0.871703381184489,0.0485902854707092
150,t150,0.662595324683934,0.975567108020186
